in_fill,time,lumi_inst,lumi_in_fill,lumi_since_last_point,lumi_last_fill,fill_num,time_in_fill,time_in_fill_stable,time_from_last_fill,last_dump_duration,last_fill_duration
0,1511177093,0.0,0.0,0.0,27605958.901726827,0,0,0.0,5970,5970,47559
0,1511177993,0.0,0.0,0.0,27605958.901726827,0,0,0.0,6870,6870,47559
0,1511178893,0.0,0.0,9.890244604,9.890244604,0,0,0.0,48,48,84
1,1511179793,20840.310261433002,663919.1000758919,663909.2098312881,27605958.901726827,6399,1028,233.0,8670,7642,47559
1,1511180693,20090.442735313998,1440836.397870152,776917.29779426,27605958.901726827,6399,1914,1119.0,9570,7656,47559
1,1511181593,19407.864026621002,2230222.8852052563,789386.487335105,27605958.901726827,6399,2826,2031.0,10470,7644,47559
1,1511182493,18815.93328883,2955988.6379481247,725765.752742869,27605958.901726827,6399,3712,2917.0,11370,7658,47559
1,1511183393,18265.355565766,3678606.384086111,722617.746137986,27605958.901726827,6399,4621,3826.0,12270,7649,47559
1,1511184293,17767.86165414,4380979.494026848,702373.109940738,27605958.901726827,6399,5530,4735.0,13170,7640,47559
1,1511185193,17343.911087817,4870381.694833957,489402.20080711,27605958.901726827,6399,6416,5621.0,14070,7654,47559
1,1511186093,16928.680721985,5538303.357085715,667921.6622517589,27605958.901726827,6399,7325,6530.0,14970,7645,47559
1,1511186993,16549.093766609,6173948.703230919,635645.346145203,27605958.901726827,6399,8211,7416.0,15870,7659,47559
1,1511187893,16189.486869235,6811941.842066483,637993.1388355619,27605958.901726827,6399,9120,8325.0,16770,7650,47559
1,1511188793,15846.919149716,7436411.698534066,624469.856467583,27605958.901726827,6399,10029,9234.0,17670,7641,47559
1,1511189693,15528.032131285,8032287.223683293,595875.525149226,27605958.901726827,6399,10915,10120.0,18570,7655,47559
1,1511190593,15214.820570475,8631631.652839802,599344.4291565099,27605958.901726827,6399,11824,11029.0,19470,7646,47559
1,1511191493,14931.051957771999,9204193.388336122,572561.735496322,27605958.901726827,6399,12710,11915.0,20370,7660,47559
1,1511192393,14663.024950263001,9795608.027982712,591414.639646589,27605958.901726827,6399,13628,12833.0,21270,7642,47559
1,1511193293,14401.336414476002,10347687.334286418,552079.3063037121,27605958.901726827,6399,14514,13719.0,22170,7656,47559
1,1511194193,14140.249713377,10904144.539776241,556457.2054898218,27605958.901726827,6399,15423,14628.0,23070,7647,47559
1,1511195093,13901.879070531999,11450861.607133979,546717.067357736,27605958.901726827,6399,16332,15537.0,23970,7638,47559
1,1511195993,13664.58404713,11974539.362717425,537579.634653979,27605958.901726827,6399,17218,16423.0,24870,7652,47559
1,1511196893,13472.695530248,12503661.549653796,529122.1869363651,27605958.901726827,6399,18127,17332.0,25770,7643,47559
